Type,ID,Name,Display Name,Workspace,Duration,Create Date,Account
Media Asset,3694861,Sardar_Patel_Memorial_Lect_2025_Mobile_Thumbnail_384x216_result,Sardar_Patel_Memorial_Lect_2025_Mobile_Thumbnail_384x216_result,PB-Archives-A,,2025-10-31T10:55:22Z,208
Media Asset,3694860,Sardar_Patel_Memorial_Lect_2025_TV__WEB_Thumbnail_720x405_result,Sardar_Patel_Memorial_Lect_2025_TV__WEB_Thumbnail_720x405_result,PB-Archives-A,,2025-10-31T10:55:22Z,208
Media Asset,3694858,FINAL CAPSULE SPML 2025,FINAL CAPSULE SPML 2025,PB-Archives-A,,2025-10-31T10:53:32Z,208
Media Asset,3694855,PA_KBR_EP_102_S2_MIX_MASTER OTT,PA_KBR_EP_102_S2_MIX_MASTER OTT,Sagar World,,2025-10-31T10:41:06Z,208
Media Asset,3694854,PA_KBR_EP_103_S2_MIX_MASTER OTT,PA_KBR_EP_103_S2_MIX_MASTER OTT,Sagar World,,2025-10-31T10:40:08Z,208
Media Asset,3694853,RangaYeiVo_SadguruChindvankar_EpThumbnail_TV&WEB_16x9_720x405,RangaYeiVo_SadguruChindvankar_EpThumbnail_TV&WEB_16x9_720x405,DD Mumbai,,2025-10-31T10:40:04Z,208
Media Asset,3694852,RangaYeiVo_SadguruChindvankar_EpThumbnail_MOBILE_16x9_384x216,RangaYeiVo_SadguruChindvankar_EpThumbnail_MOBILE_16x9_384x216,DD Mumbai,,2025-10-31T10:39:01Z,208
Media Asset,3694851,SASURAL-JHUNKI-KA_EPISODE_110_OTT-MASTER_EpThumbnail_TV&WEB_16x9_720x405,SASURAL-JHUNKI-KA_EPISODE_110_OTT-MASTER_EpThumbnail_TV&WEB_16x9_720x405,DD Mumbai,,2025-10-31T10:11:59Z,208
Media Asset,3694849,AAMCHE-HE-AAMCHI-HI-I-S1-E56-I-ALOK-KATDHARE_EpThumbnail_TV&WEB_16x9_720x405,AAMCHE-HE-AAMCHI-HI-I-S1-E56-I-ALOK-KATDHARE_EpThumbnail_TV&WEB_16x9_720x405,DD Mumbai,,2025-10-31T10:10:55Z,208
Media Asset,3694848,AAMCHE-HE-AAMCHI-HI-I-S1-E56-I-ALOK-KATDHARE_EpThumbnail_MOBILE_16x9_384x216,AAMCHE-HE-AAMCHI-HI-I-S1-E56-I-ALOK-KATDHARE_EpThumbnail_MOBILE_16x9_384x216,DD Mumbai,,2025-10-31T10:09:03Z,208
Media Asset,3694845,AHAH-EP-41-GAJENDRA-AHERE_EpThumbnail_MOBILE_16x9_384x216,AHAH-EP-41-GAJENDRA-AHERE_EpThumbnail_MOBILE_16x9_384x216,DD Mumbai,,2025-10-31T10:05:23Z,208
Media Asset,3694844,AHAH-EP-41-GAJENDRA-AHERE_EpThumbnail_TV&WEB_16x9_720x405,AHAH-EP-41-GAJENDRA-AHERE_EpThumbnail_TV&WEB_16x9_720x405,DD Mumbai,,2025-10-31T10:04:03Z,208
Media Asset,3694843,AHAH-EP-31-SUPRIYA-PATHARE_EpThumbnail_TV&WEB_16x9_720x405,AHAH-EP-31-SUPRIYA-PATHARE_EpThumbnail_TV&WEB_16x9_720x405,DD Mumbai,,2025-10-31T10:01:04Z,208
Media Asset,3694841,AHAH-EP-31-SUPRIYA-PATHARE_EpThumbnail_MOBILE_16x9_384x216,AHAH-EP-31-SUPRIYA-PATHARE_EpThumbnail_MOBILE_16x9_384x216,DD Mumbai,,2025-10-31T09:59:23Z,208
Media Asset,3694838,encvencne_czM6Ly9wYi1wcm9jZXNzZWQtYXNzZXRzL25mZGMvcHJvY2Vzc2VkL0ltYWdlcy9qYWFuZSBiaGkgZG8geWFhcm9fTU9CXzM4NHg1MTIud2VicA,encvencne_czM6Ly9wYi1wcm9jZXNzZWQtYXNzZXRzL25mZGMvcHJvY2Vzc2VkL0ltYWdlcy9qYWFuZSBiaGkgZG8geWFhcm9fTU9CXzM4NHg1MTIud2VicA,NFDC,,2025-10-31T08:01:41Z,208
Media Asset,3694837,encvencne_czM6Ly9wYi1wcm9jZXNzZWQtYXNzZXRzL25mZGMvcHJvY2Vzc2VkL0ltYWdlcy9wZWhsZSBhYXAgNzIweDI2MC53ZWJw,encvencne_czM6Ly9wYi1wcm9jZXNzZWQtYXNzZXRzL25mZGMvcHJvY2Vzc2VkL0ltYWdlcy9wZWhsZSBhYXAgNzIweDI2MC53ZWJw,NFDC,,2025-10-31T08:01:41Z,208
Media Asset,3694836,encvencne_czM6Ly9wYi1wcm9jZXNzZWQtYXNzZXRzL25mZGMvcHJvY2Vzc2VkL0ltYWdlcy9qYWFuZSBiaGkgZG8geWFhcm9fVFZXXzM5MHg1ODUud2VicA,encvencne_czM6Ly9wYi1wcm9jZXNzZWQtYXNzZXRzL25mZGMvcHJvY2Vzc2VkL0ltYWdlcy9qYWFuZSBiaGkgZG8geWFhcm9fVFZXXzM5MHg1ODUud2VicA,NFDC,,2025-10-31T08:01:41Z,208
Media Asset,3694835,encvencne_czM6Ly9wYi1wcm9jZXNzZWQtYXNzZXRzL25mZGMvcHJvY2Vzc2VkL0ltYWdlcy9qYWFuZSBiaGkgZG8geWFhcm9fQmFubmVyXzIwNDh4MTE1Mi53ZWJw,encvencne_czM6Ly9wYi1wcm9jZXNzZWQtYXNzZXRzL25mZGMvcHJvY2Vzc2VkL0ltYWdlcy9qYWFuZSBiaGkgZG8geWFhcm9fQmFubmVyXzIwNDh4MTE1Mi53ZWJw,NFDC,,2025-10-31T08:01:41Z,208
Media Asset,3694834,encvencne_czM6Ly9wYi1wcm9jZXNzZWQtYXNzZXRzL25mZGMvcHJvY2Vzc2VkL0ltYWdlcy9DSEFSIEFESFlBWSAzODR4MjE2LndlYnA,encvencne_czM6Ly9wYi1wcm9jZXNzZWQtYXNzZXRzL25mZGMvcHJvY2Vzc2VkL0ltYWdlcy9DSEFSIEFESFlBWSAzODR4MjE2LndlYnA,NFDC,,2025-10-31T08:01:41Z,208
Media Asset,3694833,encvencne_czM6Ly9wYi1wcm9jZXNzZWQtYXNzZXRzL25mZGMvcHJvY2Vzc2VkL0ltYWdlcy9wZWhsZSBhYXAgXzM5MHg1ODUud2VicA,encvencne_czM6Ly9wYi1wcm9jZXNzZWQtYXNzZXRzL25mZGMvcHJvY2Vzc2VkL0ltYWdlcy9wZWhsZSBhYXAgXzM5MHg1ODUud2VicA,NFDC,,2025-10-31T08:01:41Z,208
Media Asset,3694832,encvencne_czM6Ly9wYi1wcm9jZXNzZWQtYXNzZXRzL25mZGMvcHJvY2Vzc2VkL0ltYWdlcy9DSEFSIEFESFlBWSAgNzIweDI2MC53ZWJw,encvencne_czM6Ly9wYi1wcm9jZXNzZWQtYXNzZXRzL25mZGMvcHJvY2Vzc2VkL0ltYWdlcy9DSEFSIEFESFlBWSAgNzIweDI2MC53ZWJw,NFDC,,2025-10-31T08:01:41Z,208
